Row,Expected,Predicted,Match
12661,photography,photography,True
12662,cell-phones,cell-phones,True
12663,cell-phones,cell-phones,True
12664,activities,shared,False
12665,shared,shared,True
12666,wanted-housing,wanted-housing,True
12667,appliances,appliances,True
12668,general,childcare,False
12669,therapeutic,therapeutic,True
12670,general,general,True
12671,temporary,temporary,True
12672,automotive,automotive,True
12673,photography,photography,True
12674,photography,photography,True
12675,real-estate,shared,False
12676,shared,shared,True
12677,housing,temporary,False
12678,cell-phones,cell-phones,True
12679,appliances,appliances,True
12680,photography,photography,True
12681,automotive,automotive,True
12682,childcare,childcare,True
12683,video-games,video-games,True
12684,childcare,childcare,True
12685,automotive,automotive,True
12686,cell-phones,cell-phones,True
12687,artists,artists,True
12688,temporary,temporary,True
12689,therapeutic,therapeutic,True
12690,wanted-housing,wanted-housing,True
12691,shared,shared,True
12692,shared,shared,True
12693,cell-phones,cell-phones,True
12694,wanted-housing,wanted-housing,True
12695,household-services,household-services,True
12696,photography,appliances,False
12697,real-estate,shared,False
12698,cell-phones,cell-phones,True
12699,real-estate,real-estate,True
12700,therapeutic,therapeutic,True
12701,therapeutic,therapeutic,True
12702,cell-phones,cell-phones,True
12703,household-services,household-services,True
12704,shared,shared,True
12705,shared,artists,False
12706,wanted-housing,shared,False
12707,therapeutic,therapeutic,True
12708,temporary,temporary,True
12709,household-services,household-services,True
12710,appliances,cell-phones,False
12711,wanted-housing,wanted-housing,True
12712,automotive,automotive,True
12713,appliances,appliances,True
12714,cell-phones,cell-phones,True
12715,therapeutic,therapeutic,True
12716,general,general,True
12717,childcare,childcare,True
12718,cell-phones,cell-phones,True
12719,temporary,temporary,True
12720,shared,shared,True
12721,photography,photography,True
12722,childcare,childcare,True
12723,therapeutic,therapeutic,True
12724,appliances,appliances,True
12725,photography,appliances,False
12726,temporary,temporary,True
12727,temporary,temporary,True
12728,photography,appliances,False
12729,general,general,True
12730,shared,shared,True
12731,household-services,household-services,True
12732,video-games,video-games,True
12733,shared,shared,True
12734,appliances,appliances,True
12735,video-games,video-games,True
12736,video-games,video-games,True
12737,cell-phones,cell-phones,True
12738,cell-phones,cell-phones,True
12739,real-estate,real-estate,True
12740,video-games,video-games,True
12741,wanted-housing,wanted-housing,True
12742,childcare,childcare,True
12743,real-estate,real-estate,True
12744,appliances,appliances,True
12745,appliances,cell-phones,False
12746,video-games,photography,False
12747,childcare,household-services,False
12748,therapeutic,therapeutic,True
12749,video-games,video-games,True
12750,wanted-housing,wanted-housing,True
12751,childcare,childcare,True
12752,shared,shared,True
12753,appliances,appliances,True
12754,shared,shared,True
12755,automotive,automotive,True
12756,shared,shared,True
12757,video-games,video-games,True
12758,shared,shared,True
12759,therapeutic,therapeutic,True
12760,shared,shared,True
12761,cell-phones,cell-phones,True
12762,therapeutic,therapeutic,True
12763,temporary,shared,False
12764,temporary,temporary,True
12765,shared,shared,True
12766,artists,childcare,False
12767,real-estate,real-estate,True
12768,shared,shared,True
12769,childcare,childcare,True
12770,therapeutic,therapeutic,True
12771,childcare,childcare,True
12772,appliances,appliances,True
12773,real-estate,shared,False
12774,automotive,automotive,True
12775,therapeutic,therapeutic,True
12776,childcare,childcare,True
12777,video-games,video-games,True
12778,household-services,household-services,True
12779,wanted-housing,wanted-housing,True
12780,therapeutic,therapeutic,True
12781,general,shared,False
12782,therapeutic,therapeutic,True
12783,household-services,shared,False
12784,artists,artists,True
12785,shared,shared,True
12786,artists,artists,True
12787,therapeutic,therapeutic,True
12788,cell-phones,cell-phones,True
12789,wanted-housing,wanted-housing,True
12790,automotive,automotive,True
12791,appliances,appliances,True
12792,childcare,childcare,True
12793,automotive,automotive,True
12794,household-services,household-services,True
12795,temporary,shared,False
12796,activities,general,False
12797,appliances,appliances,True
12798,general,general,True
12799,cell-phones,cell-phones,True
12800,shared,wanted-housing,False
12801,cell-phones,cell-phones,True
12802,photography,photography,True
12803,general,childcare,False
12804,therapeutic,therapeutic,True
12805,temporary,shared,False
12806,general,childcare,False
12807,photography,photography,True
12808,wanted-housing,wanted-housing,True
12809,activities,activities,True
12810,household-services,household-services,True
12811,temporary,housing,False
12812,general,activities,False
12813,therapeutic,therapeutic,True
12814,household-services,household-services,True
12815,activities,shared,False
12816,housing,shared,False
12817,wanted-housing,wanted-housing,True
12818,photography,photography,True
12819,childcare,childcare,True
12820,photography,appliances,False
12821,general,general,True
12822,appliances,appliances,True
12823,automotive,automotive,True
12824,temporary,shared,False
12825,activities,general,False
12826,temporary,shared,False
12827,cell-phones,cell-phones,True
12828,general,general,True
12829,household-services,real-estate,False
12830,shared,shared,True
12831,therapeutic,therapeutic,True
12832,temporary,shared,False
12833,cell-phones,cell-phones,True
12834,therapeutic,therapeutic,True
12835,appliances,appliances,True
12836,cell-phones,cell-phones,True
12837,wanted-housing,wanted-housing,True
12838,automotive,automotive,True
12839,artists,shared,False
12840,childcare,childcare,True
12841,housing,housing,True
12842,activities,activities,True
12843,real-estate,real-estate,True
12844,real-estate,real-estate,True
12845,cell-phones,appliances,False
12846,therapeutic,therapeutic,True
12847,household-services,shared,False
12848,therapeutic,therapeutic,True
12849,household-services,household-services,True
12850,video-games,appliances,False
12851,real-estate,real-estate,True
12852,video-games,appliances,False
12853,real-estate,real-estate,True
12854,childcare,shared,False
12855,video-games,video-games,True
12856,cell-phones,cell-phones,True
12857,household-services,household-services,True
12858,real-estate,real-estate,True
12859,real-estate,shared,False
12860,shared,shared,True
12861,wanted-housing,wanted-housing,True
12862,wanted-housing,wanted-housing,True
12863,appliances,photography,False
12864,cell-phones,cell-phones,True
12865,therapeutic,therapeutic,True
12866,video-games,video-games,True
12867,wanted-housing,wanted-housing,True
12868,shared,shared,True
12869,automotive,automotive,True
12870,shared,shared,True
12871,therapeutic,therapeutic,True
12872,cell-phones,cell-phones,True
12873,general,general,True
12874,cell-phones,cell-phones,True
12875,temporary,temporary,True
12876,wanted-housing,shared,False
12877,automotive,therapeutic,False
12878,real-estate,real-estate,True
12879,housing,shared,False
12880,temporary,shared,False
12881,appliances,appliances,True
12882,childcare,childcare,True
12883,therapeutic,therapeutic,True
12884,photography,appliances,False
12885,household-services,automotive,False
12886,therapeutic,therapeutic,True
12887,automotive,automotive,True
12888,activities,shared,False
12889,wanted-housing,housing,False
12890,photography,photography,True
12891,appliances,appliances,True
12892,general,artists,False
12893,general,activities,False
12894,wanted-housing,wanted-housing,True
12895,appliances,appliances,True
12896,automotive,automotive,True
12897,cell-phones,cell-phones,True
12898,temporary,shared,False
12899,therapeutic,therapeutic,True
12900,childcare,childcare,True
12901,cell-phones,cell-phones,True
12902,cell-phones,cell-phones,True
12903,automotive,automotive,True
12904,childcare,childcare,True
12905,therapeutic,therapeutic,True
12906,shared,shared,True
12907,general,general,True
12908,general,shared,False
12909,appliances,appliances,True
12910,cell-phones,cell-phones,True
12911,appliances,appliances,True
12912,temporary,temporary,True
12913,shared,temporary,False
12914,temporary,housing,False
12915,photography,appliances,False
12916,shared,shared,True
12917,temporary,shared,False
12918,wanted-housing,wanted-housing,True
12919,wanted-housing,wanted-housing,True
12920,housing,housing,True
12921,wanted-housing,wanted-housing,True
12922,video-games,video-games,True
12923,shared,shared,True
12924,real-estate,real-estate,True
12925,real-estate,household-services,False
12926,real-estate,real-estate,True
12927,therapeutic,therapeutic,True
12928,therapeutic,therapeutic,True
12929,general,general,True
12930,photography,photography,True
12931,appliances,appliances,True
12932,general,general,True
12933,shared,shared,True
12934,general,general,True
12935,household-services,household-services,True
12936,shared,shared,True
12937,general,general,True
12938,cell-phones,cell-phones,True
12939,household-services,therapeutic,False
12940,video-games,video-games,True
12941,photography,photography,True
12942,general,general,True
12943,real-estate,household-services,False
12944,cell-phones,cell-phones,True
12945,general,general,True
12946,cell-phones,cell-phones,True
12947,appliances,appliances,True
12948,temporary,temporary,True
12949,childcare,childcare,True
12950,wanted-housing,wanted-housing,True
12951,general,general,True
12952,appliances,appliances,True
12953,household-services,household-services,True
12954,appliances,appliances,True
12955,shared,shared,True
12956,temporary,temporary,True
12957,wanted-housing,wanted-housing,True
12958,shared,shared,True
12959,shared,shared,True
12960,shared,shared,True
12961,therapeutic,therapeutic,True
12962,real-estate,real-estate,True
12963,general,childcare,False
12964,automotive,automotive,True
12965,photography,photography,True
12966,therapeutic,therapeutic,True
12967,photography,appliances,False
12968,photography,photography,True
12969,household-services,household-services,True
12970,video-games,video-games,True
12971,shared,shared,True
12972,artists,artists,True
12973,household-services,household-services,True
12974,activities,general,False
